7200,0,2d0,0,D,UNK-NOW,Unknown,Unknown,Unknown,2
4964321,4321,1f0,1.00E+02,D,TAYLRS PD T1,Taylorsville PD TAC 1,Law Tac,Alexander County,2
4964404,4404,1f0,1134,D,ALLEGHANYFD,Fire Dispatch,Fire Dispatch,Alleghany County,2
4964503,4503,1f0,1197,D,ANSONEMS,Anson County EMS,EMS Dispatch,Anson County,2
4964508,4508,1f0,119c,D,ANSONFIRE,Anson County Fire,Fire Dispatch,Anson County,2
4964510,4510,1f0,119e,D,ANSOSO,Anson County Sheriffs Office,Law Dispatch,Anson County,2
4964600,4600,1f0,11f8,D,ASHECOMM,Ashe County Common,Multi-Talk,Ashe County,2
4964601,4601,1f0,11f9,D,ASHEEM,Ashe County Emergency Managment,Multi-Talk,Ashe County,2
4964602,4602,1f0,11fa,D,ASHEEMS,Ashe County EMS,EMS Dispatch,Ashe County,2
4964603,4603,1f0,11fb,D,ASHEFIRE,Ashe County Fire,Fire Dispatch,Ashe County,2
4964604,4604,1f0,11fc,D,ASHEMAIDD,Ashe County Mutual Aid,Interop,Ashe County,2
4964605,4605,1f0,11fd,D,ASHERSQDISP,Ashe County Rescue Dispatch,EMS Dispatch,Ashe County,2
4964606,4606,1f0,11fe,D,ASHESO,Ashe County Sheriff,Law Dispatch,Ashe County,2
4964607,4607,1f0,11ff,D,ASHESOADMIN,Ashe County Sheriff Admin,Law Talk,Ashe County,2
4964608,4608,1f0,1200,D,ASHESONARC,Ashe County Sheriff NARC,Law Tac,Ashe County,2
4964609,4609,1f0,1201,D,ASHESOPTRL,Ashe County Sheriff Patrol,Law Tac,Ashe County,2
4964610,4610,1f0,1202,D,ASHETAC1,Ashe County Tac 1,Multi-Tac,Ashe County,2
4964611,4611,1f0,1203,D,ASHETAC2,Ashe County Tac 2,Multi-Tac,Ashe County,2
4964612,4612,1f0,1204,D,ASHETAC3,Ashe County Tac 3,Multi-Tac,Ashe County,2
4964613,4613,1f0,1205,D,ASHETAC4,Ashe County Tac 4,Multi-Tac,Ashe County,2
4964614,4614,1f0,1206,D,ASHSOINV,Ashe County Sheriff INV,Law Talk,Ashe County,2
4964624,4624,1f0,1210,D,JEFFPDDISP,Jefferson PD Dispatch,Law Dispatch,Ashe County,2
4964625,4625,1f0,1211,D,JEFFPDTAC,Jefferson PD TAC,Law Tac,Ashe County,2
4964635,4635,1f0,121b,D,WJEFPDDISP,West Jefferson PD Dispatch,Law Dispatch,Ashe County,2
4964645,4645,1f0,1225,D,WJEFPDTAC,West Jefferson PD TAC,Law Tac,Ashe County,2
4964700,4700,1f0,125c,D,AVERY EM,Emergency Management,Emergency Ops,Avery County,2
4964701,4701,1f0,125d,D,AVERY EMS,EMS,EMS Dispatch,Avery County,2
4964702,4702,1f0,125e,D,AVERY FIRE,Fire,Fire Dispatch,Avery County,2
4964703,4703,1f0,125f,D,AVERY MA,Mutual Aid,Interop,Avery County,2
4964704,4704,1f0,1260,D,AVERY SO,Sheriff's Office,Law Dispatch,Avery County,2
4964705,4705,1f0,1261,D,AVERY TAC,Tactical,Multi-Tac,Avery County,2
4964802,4802,1f0,12c2,D,BFORCOTEMS,EMS Dispatch,EMS Dispatch,Beaufort County,2
4964803,4803,1f0,12c3,D,BFORTCOFD,Fire Dispatch,Fire Dispatch,Beaufort County,2
4964804,4804,1f0,12c4,D,BFORTCOMAID,Mutual Aid,Interop,Beaufort County,2
4964805,4805,1f0,12c5,D,BFORTCOSO,Sheriffs Office Dispatch,Law Dispatch,Beaufort County,2
4964823,4823,1f0,12d7,D,WASHINGTONFD,Washinton Fire Dispatch,Fire Dispatch,Beaufort County,2
4964824,4824,1f0,12d8,D,WASHINGTNPD1,Washington Police Dispatch 1,Law Dispatch,Beaufort County,2
4964825,4825,1f0,12d9,D,WASHINGTNPD2,Washington Police 2,Law Tac,Beaufort County,2
4964900,4900,1f0,1324,D,Bertie EM,Emergency Management,Emergency Ops,Bertie County,2
4964901,4901,1f0,1325,D,Bertie EMS,EMS,EMS Dispatch,Bertie County,2
4964902,4902,1f0,1326,D,Bertie Fire,Fire,Fire Dispatch,Bertie County,2
4964903,4903,1f0,1327,D,Bertie MA,Mutual Aid,Interop,Bertie County,2
4964904,4904,1f0,1328,D,Bertie Shrf,Sheriffs Office,Law Dispatch,Bertie County,2
4964907,4907,1f0,132b,D,Bertie SRO,SRO,Multi-Tac,Bertie County,2
4964908,4908,1f0,132c,D,Bertie Tac 1,Tactical 1,Multi-Tac,Bertie County,2
4964909,4909,1f0,132d,D,Bertie Tac 2,Tactical 2,Multi-Tac,Bertie County,2
4964910,4910,1f0,132e,D,Bertie Tac 3,Tactical 3,Multi-Tac,Bertie County,2
4964911,4911,1f0,132f,D,Bertie Tac 4,Tactical 4,Multi-Tac,Bertie County,2
4965000,5000,1f0,1388,D,BLADENBOROPD,Bladenboro PD,Law Dispatch,Bladen County,2
4965001,5001,1f0,1389,D,BLADENEM,Bladen EM,Multi-Talk,Bladen County,2
4965002,5002,1f0,138a,D,BLADENEMS,Bladen County EMS Dispatch,EMS Dispatch,Bladen County,2
4965003,5003,1f0,138b,D,BLADENEMSADM,Bladen County EMS ADMIN,EMS-Tac,Bladen County,2
4965004,5004,1f0,138c,D,BLADEMSTAC1,Bladen County EMS TAC 1,EMS-Tac,Bladen County,2
4965005,5005,1f0,138d,D,BLADEMSTAC2,Bladen County EMS TAC 2,EMS-Tac,Bladen County,2
4965006,5006,1f0,138e,D,BLADFDADMIN,Bladen County FD Admin,Fire-Talk,Bladen County,2
4965007,5007,1f0,138f,D,BLADENFDTAC1,Bladen FD TAC 1,Multi-Tac,Bladen County,2
4965008,5008,1f0,1390,D,BLADENFDTAC2,Bladen FD TAC 2,Multi-Tac,Bladen County,2
4965009,5009,1f0,1391,D,BLADENFDTAC3,Bladen FD TAC 3,Multi-Tac,Bladen County,2
4965010,5010,1f0,1392,D,BLADENCOFIRE,County Fire,Fire Dispatch,Bladen County,2
4965011,5011,1f0,1393,D,BLADENLAWADM,Bladen Law Admin,Law Tac,Bladen County,2
4965012,5012,1f0,1394,D,BLADLENARC1,Bladen LE NARC 1,Law Tac,Bladen County,2
4965013,5013,1f0,1395,D,BLADENMAIDD,Bladen Mutual Aid,Interop,Bladen County,2
4965014,5014,1f0,1396,D,BLADENNARC,Bladen NARC,Law Tac,Bladen County,2
4965015,5015,1f0,1397,D,BLADENOPS1,Bladen OPS 1,Multi-Tac,Bladen County,2
4965016,5016,1f0,1398,D,BLADENOPS2,Bladen OPS 2,Multi-Tac,Bladen County,2
4965017,5017,1f0,1399,D,BLADENOPS3,Bladen OPS 3,Multi-Tac,Bladen County,2
4965018,5018,1f0,139a,D,BLADENOPS4,Bladen OPS 4,Multi-Tac,Bladen County,2
4965019,5019,1f0,139b,D,BLADENCOSO,Sheriffs Office,Law Dispatch,Bladen County,2
4965020,5020,1f0,139c,D,BLADSPECOPS,Bladen Special OPS,Multi-Tac,Bladen County,2
4965021,5021,1f0,139d,D,BLADENTAC,Bladen County TAC,Multi-Tac,Bladen County,2
4965022,5022,1f0,139e,D,BLADENTAC2,Bladen County TAC 2,Multi-Tac,Bladen County,2
4965032,5032,1f0,13a8,D,ETOWNPD,ETown PD,Law Dispatch,Bladen County,2
4965042,5042,1f0,13b2,D,WHITELAKEPD,Whitelake PD,Law Dispatch,Bladen County,2
4965500,5500,1f0,157c,D,BrunCo Emgcy,County Emergency,Emergency Ops,Brunswick County,2
4965501,5501,1f0,157d,D,BrunCoCommon,County Common,Interop,Brunswick County,2
4965502,5502,1f0,157e,E,BrunCo Tac 6,Tactical 6 Administration,Law Talk,Brunswick County,2
4965503,5503,1f0,157f,D,BrunCo Tac 5,Tactical 5 Investigations,Law Tac,Brunswick County,2
4965504,5504,1f0,1580,D,BrunCo Narc,Law Naroctics,Law Tac,Brunswick County,2
4965505,5505,1f0,1581,D,BrunCo Law T,Law Sheriff Talk-Around,Law Talk,Brunswick County,2
4965506,5506,1f0,1582,E,BrunCo Sp Op,Special Operations,Law Tac,Brunswick County,2
4965507,5507,1f0,1583,D,BrunCo Tac 2,County Tactical 2,Multi-Tac,Brunswick County,2
4965508,5508,1f0,1584,D,BrunCo Tac 3,County Tactical 3,Multi-Tac,Brunswick County,2
4965509,5509,1f0,1585,D,BrunCo Tac 4,County Tactical 4,Multi-Tac,Brunswick County,2
4965510,5510,1f0,1586,D,BrunCo Law 4,Law 4 Not Assigned (used for alt talk channel),Law Talk,Brunswick County,2
4965511,5511,1f0,1587,D,BrunCo Law 2,Law 2 Municipal Law North,Law Dispatch,Brunswick County,2
4965512,5512,1f0,1588,D,BrunCo Law 3,Law 3 Municipal Law South,Law Dispatch,Brunswick County,2
4965513,5513,1f0,1589,D,BrunCo Em Mg,Emergency Management,Emergency Ops,Brunswick County,2
4965514,5514,1f0,158a,D,BrunCo EMS,EMS Dispatch,EMS Dispatch,Brunswick County,2
4965515,5515,1f0,158b,D,BrunCo FD,Fire Dispatch,Fire Dispatch,Brunswick County,2
4965516,5516,1f0,158c,D,BrunCo MuAid,Mutual Aid,Interop,Brunswick County,2
4965517,5517,1f0,158d,D,BrunCo Law 1,Law 1 Sheriff Dispatch,Law Dispatch,Brunswick County,2
4965518,5518,1f0,158e,D,BrunCo Tac 1,County Tactical 1,Multi-Tac,Brunswick County,2
4965519,5519,1f0,158f,D,BrunCo Pagin,County Paging (155.52 Patch),Fire Dispatch,Brunswick County,2
4966000,6000,1f0,1770,D,BuncomCo EM,Emergency Management,Emergency Ops,Buncombe County,2
4966001,6001,1f0,1771,D,BuncomCo EMS,EMS,EMS Dispatch,Buncombe County,2
4966002,6002,1f0,1772,D,BuncomCoFire,Fire,Fire Dispatch,Buncombe County,2
4966003,6003,1f0,1773,D,BuncomCo Law,Law,Law Dispatch,Buncombe County,2
4966004,6004,1f0,1774,D,BuncombCo MA,Mutual Aid,Interop,Buncombe County,2
4966005,6005,1f0,1775,D,BuncomCo Tac,Tactical,Interop,Buncombe County,2
4966015,6015,1f0,177f,D,AshevilleFD1,Asheville FD 1,Fire Dispatch,Buncombe County,2
4966016,6016,1f0,1780,D,AshevilleFD2,Asheville FD 2,Fire-Tac,Buncombe County,2
4966017,6017,1f0,1781,D,AshevillePD1,Asheville PD 1,Law Dispatch,Buncombe County,2
4966018,6018,1f0,1782,D,AshevillePD2,Asheville PD 2,Law Tac,Buncombe County,2
4966501,6501,1f0,1965,D,BURKECO EM,Emergency Management Office,Emergency Ops,Burke County,2
4966503,6503,1f0,1967,D,BurkeCo EMS,EMS,EMS Dispatch,Burke County,2
4966504,6504,1f0,1968,D,BurkeCo Fire,Fire Dispatch,Fire Dispatch,Burke County,2
4966509,6509,1f0,196d,D,BURKECO RESQ,Rescue,EMS Dispatch,Burke County,2
4966510,6510,1f0,196e,D,BURKESOADM,Sheriff - Admin,Law Tac,Burke County,2
4966511,6511,1f0,196f,D,BURKECO SO,Sheriff's Office - Dispatch,Law Dispatch,Burke County,2
4966514,6514,1f0,1972,D,BURKECO TAC1,Tactical 1,Multi-Tac,Burke County,2
4966515,6515,1f0,1973,D,BURKECO TAC2,Tactical 2,Multi-Tac,Burke County,2
4966516,6516,1f0,1974,D,BURKECO TAC3,Tactical 3,Multi-Tac,Burke County,2
4966517,6517,1f0,1975,D,BURKECO TAC4,Tactical 4,Multi-Tac,Burke County,2
4966518,6518,1f0,1976,D,BURKECO TAC5,Tactical 5,Multi-Tac,Burke County,2
4966519,6519,1f0,1977,D,BURKECO TAC6,Tactical 6,Multi-Tac,Burke County,2
4966520,6520,1f0,1978,D,BURKECO TAC7,Tactical 7,Multi-Tac,Burke County,2
4966521,6521,1f0,1979,D,BURKECO TAC8,Tactical 8,Multi-Tac,Burke County,2
4966532,6532,1f0,1984,D,MRGNTN PD,Morganton Police Dispatch,Law Dispatch,Burke County,2
4966533,6533,1f0,1985,D,MRGNTN FD,Morganton Fire Dispatch,Fire Dispatch,Burke County,2
4966534,6534,1f0,1986,D,MRGANTNPS2,Morganton Public Safety 2,Multi-Tac,Burke County,2
4966535,6535,1f0,1987,D,MRGANTNPS3,Morganton Public Safety 3,Multi-Tac,Burke County,2
4966545,6545,1f0,1991,D,BURKE SOINFO,Sheriff - Info,Law Dispatch,Burke County,2
4966555,6555,1f0,199b,D,BROUGHTONPD,Broughton Hospital Campus Police,Law Dispatch,Burke County,2
4967000,7000,1f0,1b58,D,CABARRUSEM,Cabarrus County Emergency Management,Multi-Talk,Cabarrus County,2
4967001,7001,1f0,1b59,D,CABARRUSEMS,Cabarrus County EMS,EMS Dispatch,Cabarrus County,2
4967002,7002,1f0,1b5a,D,CABARRUSFD,Cabarrus County Fire ,Fire Dispatch,Cabarrus County,2
4967003,7003,1f0,1b5b,D,CABARRUSMAID,Cabarrus County Mutual Aid,Interop,Cabarrus County,2
4967004,7004,1f0,1b5c,D,CABARRUSSO,Cabarrus County Sheriff,Law Dispatch,Cabarrus County,2
4967005,7005,1f0,1b5d,D,CABARRUSTAC,Cabarrus County TAC,Multi-Tac,Cabarrus County,2
4967015,7015,1f0,1b67,D,CONCORDFD,Concord FD,Fire Dispatch,Cabarrus County,2
4967016,7016,1f0,1b68,D,CONCORDGOV,Concord Gov,Multi-Tac,Cabarrus County,2
4967017,7017,1f0,1b69,D,CONCORDPD,Concord PD,Law Dispatch,Cabarrus County,2
4967018,7018,1f0,1b6a,D,CONCORDTAC,Concord TAC,Multi-Tac,Cabarrus County,2
4967500,7500,1f0,1d4c,D,CALDWELL OPS,Caldwell OPS,Interop,Caldwell County,2
4967501,7501,1f0,1d4d,D,CALDEM OPS,Caldwell EM OPS,Interop,Caldwell County,2
4967502,7502,1f0,1d4e,D,CALDEMER,Caldwell Emergency ,Emergency Ops,Caldwell County,2
4967503,7503,1f0,1d4f,D,CALDEMSOPS,Caldwell EMS OPS,EMS-Tac,Caldwell County,2
4967504,7504,1f0,1d50,D,CALDEMSADM,Caldwell EMS Admin,EMS-Talk,Caldwell County,2
4967505,7505,1f0,1d51,D,CaldwCo Fire,Caldwell County Fire,Fire Dispatch,Caldwell County,2
4967506,7506,1f0,1d52,D,CALDFM OPS,Caldwell Fire Marshal OPS,Fire-Talk,Caldwell County,2
4967507,7507,1f0,1d53,D,CALDMAID,Caldwell Mutual Aid,Interop,Caldwell County,2
4967508,7508,1f0,1d54,D,CALDRSQ,Caldwell Rescue,EMS Dispatch,Caldwell County,2
4967509,7509,1f0,1d55,D,CALDWELL SO2,Sheriff's Office - Secondary,Law Tac,Caldwell County,2
4967510,7510,1f0,1d56,D,CALDLE DISP,Caldwell LE Dispatch,Law Dispatch,Caldwell County,2
4967511,7511,1f0,1d57,D,CALDSONARC,Caldwell SO Narc,Law Tac,Caldwell County,2
4967512,7512,1f0,1d58,D,CALDWELL SO1,Sheriff's Office - Primary,Law Dispatch,Caldwell County,2
4967513,7513,1f0,1d59,D,CALDWELLT1,Caldwell Tac 1,Multi-Tac,Caldwell County,2
4967514,7514,1f0,1d5a,D,CALDWELLT2,Caldwell Tac 2,Multi-Tac,Caldwell County,2
4967515,7515,1f0,1d5b,D,CALDWELLT3,Caldwell Tac 3,Multi-Tac,Caldwell County,2
4967516,7516,1f0,1d5c,D,CALDWELLT4,Caldwell Tac 4,Multi-Tac,Caldwell County,2
4967517,7517,1f0,1d5d,D,CALDWELLT5,Caldwell Tac 5,Multi-Tac,Caldwell County,2
4967527,7527,1f0,1d67,D,GRANITEPDAD,Granite PD Admin,Law Talk,Caldwell County,2
4967528,7528,1f0,1d68,D,GRANITE PD,Granite Police,Law Dispatch,Caldwell County,2
4967538,7538,1f0,1d72,D,HUDSONPDADM,Hudson Police Admin,Law Tac,Caldwell County,2
4967539,7539,1f0,1d73,D,HUDSON PD,Hudson Police,Law Dispatch,Caldwell County,2
4967549,7549,1f0,1d7d,D,LENOIRFDOPS,Lenoir FD OPS,Fire-Tac,Caldwell County,2
4967550,7550,1f0,1d7e,D,LENOIRPDAD,Lenoir PD Admin,Law Talk,Caldwell County,2
4967551,7551,1f0,1d7f,D,LENOIR PD,Lenoir Police,Law Tac,Caldwell County,2
4967552,7552,1f0,1d80,D,LENOIRPDEMER,Lenoir PD Emergency ,Emergency Ops,Caldwell County,2
4967553,7553,1f0,1d81,D,LENOIRPDNARC,Lenoir PD Narc,Law Tac,Caldwell County,2
4967554,7554,1f0,1d82,D,LENOIRPDOPS,Lenoir PD OPS,Law Tac,Caldwell County,2
4968000,8000,1f0,1f40,D,CAMDENMAID,Mutual Aid,Interop,Camden County,2
4968500,8500,1f0,2134,D,CCOSO,Sheriffs Office,Law Dispatch,Carteret County,2
4968501,8501,1f0,2135,D,CCOSO2,Sheriffs Office 2,Law Tac,Carteret County,2
4968502,8502,1f0,2136,D,CCOSOADM,Sheriffs Office Administration,Law Tac,Carteret County,2
4968503,8503,1f0,2137,D,CCOSOINVST,Sheriffs Office Investigations,Law Tac,Carteret County,2
4968505,8505,1f0,2139,D,CCOSOSRT,Sheriffs Office Special Response Team,Law Tac,Carteret County,2
4968506,8506,1f0,213a,D,CCOPS TAC1,County Ops Tac 1 ,Interop,Carteret County,2
4968507,8507,1f0,213b,D,CCOPS TAC 2,County Ops Tac 2,Interop,Carteret County,2
4968508,8508,1f0,213c,D,CCOPS TAC 3,County Ops Tac 3,Interop,Carteret County,2
4968509,8509,1f0,213d,D,CCOPS TAC 4,County Ops tac 4,Interop,Carteret County,2
4968510,8510,1f0,213e,D,CCOPS TAC 5,County Ops Tac 5,Interop,Carteret County,2
4968511,8511,1f0,213f,D,CCOPS TAC 6,County Ops Tac 6,Interop,Carteret County,2
4968512,8512,1f0,2140,D,CCOPS TAC 7,County Ops Tac 7,Interop,Carteret County,2
4968513,8513,1f0,2141,D,CCOPS TAC 8,County Ops Tac 8,Interop,Carteret County,2
4968514,8514,1f0,2142,D,CCOMUTUALAID,Mutual Aid,Interop,Carteret County,2
4968515,8515,1f0,2143,D,CCO FIRE,Fire,Fire Dispatch,Carteret County,2
4968516,8516,1f0,2144,D,CCO EMS,EMS,EMS Dispatch,Carteret County,2
4968517,8517,1f0,2145,D,CCOEMSADMIN,EMS Administration,EMS-Tac,Carteret County,2
4968527,8527,1f0,214f,D,MHEAD PD,MoreHead Police,Law Dispatch,Carteret County,2
4968528,8528,1f0,2150,D,MHEAD FD,MoreHead Fire,Fire Dispatch,Carteret County,2
4968538,8538,1f0,215a,D,ABEACH PD,Atlantic Beach Police Department (Patched to VHF LAW-2 ABPD) ,Law Dispatch,Carteret County,2
4968539,8539,1f0,215b,D,ABEACHPDINVS,Atlantic Beach Police Investigations,Law Tac,Carteret County,2
4968540,8540,1f0,215c,D,ABEACH FRE,Atlantic Beach Fire,Fire Dispatch,Carteret County,2
4968550,8550,1f0,2166,D,EISLE PD,Emerald Isle Police,Law Dispatch,Carteret County,2
4968551,8551,1f0,2167,D,EISLEPDINVES,Emerald Isle Police Investigations,Law Tac,Carteret County,2
4968552,8552,1f0,2168,D,EISLEFD/EMS,Emerald Isle Fire and Ems,Fire Dispatch,Carteret County,2
4969000,9000,1f0,2328,D,CASCOCOM,County Common,Multi-Tac,Caswell County,2
4969001,9001,1f0,2329,D,CASCOSOCID,Sheriffs Office Investigations,Law Tac,Caswell County,2
4969002,9002,1f0,232a,D,CASCOSONARC,Sheriffs Office Narcotics,Law Tac,Caswell County,2
4969003,9003,1f0,232b,D,CASCOSOOPS,Sheriffs Office Operations,Law Tac,Caswell County,2
4969004,9004,1f0,232c,D,CASCOTAC2,County Tac 2,Multi-Tac,Caswell County,2
4969005,9005,1f0,232d,D,CASCOTAC3,County Tac 3,Multi-Tac,Caswell County,2
4969006,9006,1f0,232e,D,CASWELLEM,Emergency Management,Emergency Ops,Caswell County,2
4969007,9007,1f0,232f,D,CASWELLEMS,EMS,EMS Dispatch,Caswell County,2
4969008,9008,1f0,2330,D,CASWELLFIRE,Fire,Fire Dispatch,Caswell County,2
4969009,9009,1f0,2331,D,CASWELLMAID,Mutual AId,Interop,Caswell County,2
4969010,9010,1f0,2332,D,CASWELLSO,Sheriffs Office,Law Dispatch,Caswell County,2
4969011,9011,1f0,2333,D,CASWELLTAC,County Tac 1,Multi-Tac,Caswell County,2
4969500,9500,1f0,251c,D,CATAWBA 911,911,Emergency Ops,Catawba County,2
4969501,9501,1f0,251d,D,CATAWBAEMER,Emergency,Emergency Ops,Catawba County,2
4969502,9502,1f0,251e,D,CATAWBA LAW5,Law 5,Law Talk,Catawba County,2
4969503,9503,1f0,251f,D,CATAWBAMAIDD,Mutual Aid,Interop,Catawba County,2
4969504,9504,1f0,2520,D,CATAWBACOM,Common,Emergency Ops,Catawba County,2
4969505,9505,1f0,2521,D,CATEMSADMN,EMS Admin,EMS-Talk,Catawba County,2
4969506,9506,1f0,2522,D,CATEMSCMED,EMS (CMED),EMS Dispatch,Catawba County,2
4969507,9507,1f0,2523,D,CATEMSDISP2,EMS Dispatch 2,EMS Dispatch,Catawba County,2
4969508,9508,1f0,2524,D,CATEMSOPS,EMS Operations,EMS-Tac,Catawba County,2
4969509,9509,1f0,2525,D,EMERMGT,Emergency Management,Emergency Ops,Catawba County,2
4969510,9510,1f0,2526,D,ANMAL CTRL,Animal Control,Public Works,Catawba County,2
4969511,9511,1f0,2527,D,FIRE OPS,Fire Operations,Fire-Tac,Catawba County,2
4969512,9512,1f0,2528,D,CATFDALERT,Fire Alert,Fire Dispatch,Catawba County,2
4969513,9513,1f0,2529,D,CATFD,Fire,Fire Dispatch,Catawba County,2
4969514,9514,1f0,252a,D,GENERAL GOVT,General Government,Public Works,Catawba County,2
4969515,9515,1f0,252b,D,CAT LAW 1,Law 1,Law Talk,Catawba County,2
4969516,9516,1f0,252c,D,CAT LAW 2,Law 2,Law Talk,Catawba County,2
4969517,9517,1f0,252d,D,CATPDADMIN,Police Administration,Law Talk,Catawba County,2
4969518,9518,1f0,252e,D,CATRESQDISP1,Rescue Dispatch 1,Fire Dispatch,Catawba County,2
4969519,9519,1f0,252f,D,CATRESQOPS,Rescue Operations,Fire-Tac,Catawba County,2
4969520,9520,1f0,2530,D,CAT CID,Police - CID,Law Talk,Catawba County,2
4969521,9521,1f0,2531,D,CATSO,Sheriff's Office,Law Dispatch,Catawba County,2
4969522,9522,1f0,2532,D,CATSO S/O,Sheriff's Office - Switchover,Law Dispatch,Catawba County,2
4969523,9523,1f0,2533,D,CAT NARC,Police - Narcotics,Law Talk,Catawba County,2
4969524,9524,1f0,2534,D,CAT ADMIN,Police - Admin,Law Talk,Catawba County,2
4969525,9525,1f0,2535,D,CATSTAR,Police - Star Team 1,Law Talk,Catawba County,2
4969526,9526,1f0,2536,D,CATTAC1,Tactical 1,Multi-Tac,Catawba County,2
4969527,9527,1f0,2537,D,CATTAC2,Tactical 2,Multi-Tac,Catawba County,2
4969528,9528,1f0,2538,D,CATTAC3,Tactical 3,Multi-Tac,Catawba County,2
4969529,9529,1f0,2539,D,CATTAC4,Tactical 4,Multi-Tac,Catawba County,2
4969530,9530,1f0,253a,D,CATTAC5,Tactical 5,Multi-Tac,Catawba County,2
4969531,9531,1f0,253b,D,CATTAC6,Tactical 6,Multi-Tac,Catawba County,2
4969532,9532,1f0,253c,D,CATTAC7,Tactical 7,Multi-Tac,Catawba County,2
4969533,9533,1f0,253d,D,CATTAC8,Tactical 8,Multi-Tac,Catawba County,2
4969544,9544,1f0,2548,D,CONOPDDISP,Conover Police - Dispatch,Law Dispatch,Catawba County,2
4969545,9545,1f0,2549,D,CONOPDOPS1,Conover Police - Operations 1,Law Tac,Catawba County,2
4969555,9555,1f0,2553,D,HICKORYFDOPS,Hickory Fire - Operations,Fire-Tac,Catawba County,2
4969556,9556,1f0,2554,D,HICKORYFDDSP,Hickory Fire - Dispatch,Fire Dispatch,Catawba County,2
4969557,9557,1f0,2555,D,HICKORYPDPTC,Hickory Police - Patch,Law Dispatch,Catawba County,2
4969577,9577,1f0,2569,D,NEWTONPDDISP,Newton Police - Dispatch,Law Dispatch,Catawba County,2
4969578,9578,1f0,256a,D,NEWTONPDINV,Newton Police - Investigative,Law Talk,Catawba County,2
4969579,9579,1f0,256b,D,NEWTONPDNARC,Newton Police - NARC,Law Talk,Catawba County,2
4969580,9580,1f0,256c,D,NEWTONPDOPS,Newton Police - Operations,Law Dispatch,Catawba County,2
7201001,1001,2d0,3000000000,D,COURTS-2,Mecklenburg Sheriff Courts 2,Law Tac,Mecklenburg Sheriff Courts,2
7201027,1027,2d0,403,D,CFD ALARM,Charlotte Fire Alarm,Fire Dispatch,Charlotte Fire,2
7201029,1029,2d0,405,D,CFD 1B,Charlotte Fire Ops 1B,Fire-Tac,Charlotte Fire,2
7201031,1031,2d0,407,D,CFD 1C,Charlotte Fire Ops 1C,Fire-Tac,Charlotte Fire,2
7201033,1033,2d0,409,D,CFD 1D,Charlotte Fire Ops 1D,Fire-Tac,Charlotte Fire,2
7201035,1035,2d0,40b,D,CFD 1E,Charlotte Fire Ops 1E,Fire-Tac,Charlotte Fire,2
7201037,1037,2d0,40d,D,CFD 1F,Charlotte Fire Ops 1F,Fire-Tac,Charlotte Fire,2
7201039,1039,2d0,40f,D,CFD 1G,Charlotte Fire Ops 1G,Fire-Tac,Charlotte Fire,2
7201041,1041,2d0,411,D,CFD 1H,Charlotte Fire Ops 1H,Fire-Tac,Charlotte Fire,2
7201057,1057,2d0,421,D,CFD 2B,Charlotte Fire Ops 2B,Fire-Tac,Charlotte Fire,2
7201059,1059,2d0,423,D,CFD 2C,Charlotte Fire Ops 2C,Fire-Tac,Charlotte Fire,2
7201061,1061,2d0,425,D,CFD 2D,Charlotte Fire Ops 2D,Fire-Tac,Charlotte Fire,2
7201063,1063,2d0,427,D,CFD 2E,Charlotte Fire Ops 2E,Fire-Tac,Charlotte Fire,2
7201065,1065,2d0,429,D,CFD 2F,Charlotte Fire Ops 2F,Fire-Tac,Charlotte Fire,2
7201067,1067,2d0,42b,D,CFD 2G,Charlotte Fire Ops 2G,Fire-Tac,Charlotte Fire,2
7201069,1069,2d0,42d,D,CFD 2H,Charlotte Fire Ops 2H,Fire-Tac,Charlotte Fire,2
7201071,1071,2d0,42f,D,CFD 2I,Charlotte Fire Ops 2I,Fire-Tac,Charlotte Fire,2
7201073,1073,2d0,431,D,CFD 2J,Charlotte Fire Ops 2J,Fire-Tac,Charlotte Fire,2
7201075,1075,2d0,433,D,CFD 2K,Charlotte Fire Ops 2K,Fire-Tac,Charlotte Fire,2
7201077,1077,2d0,435,E,CFD 2CONF,Charlotte Fire Conference 2,Fire-Talk,Charlotte Fire,2
7201085,1085,2d0,43d,D,CFD 5B,Charlotte Fire Training 5B,Fire-Tac,Charlotte Fire,2
7201087,1087,2d0,43f,D,CFD 5C,Charlotte Fire Training 5C,Fire-Tac,Charlotte Fire,2
7201089,1089,2d0,441,D,CFD 5D,Charlotte Fire Training 5D,Fire-Tac,Charlotte Fire,2
7201091,1091,2d0,443,D,CFD 5E,Charlotte Fire Training 5E,Fire-Tac,Charlotte Fire,2
7201093,1093,2d0,445,D,CFD-5F,Charlotte Fire Training 5F,Fire-Tac,Charlotte Fire,2
7201095,1095,2d0,447,D,CFD 5G,Charlotte Fire Training 5G,Fire-Tac,Charlotte Fire,2
7201097,1097,2d0,449,D,CFD 5H,Charlotte Fire Training 5H,Fire-Tac,Charlotte Fire,2
7201099,1099,2d0,44b,D,CFD EMG-1,Charlotte Fire Emergency Zone 1,Fire-Tac,Charlotte Fire,2
7201101,1101,2d0,44d,D,CFD EMG-2,Charlotte Fire Emergency Zone 2,Fire-Tac,Charlotte Fire,2
7201103,1103,2d0,44f,D,CFD EMG-5,Charlotte Fire Emergency Zone 5,Fire-Tac,Charlotte Fire,2
